Wall time,Step,Value
1745107446.0092735,7199,1.0
1745107449.5589657,7249,1.0
1745107453.1155927,7299,1.0
1745107456.625291,7349,1.0
1745107460.1425157,7399,1.0
1745107472.108644,7449,1.0
1745107475.6798282,7499,1.0
1745107479.2509377,7549,1.0
1745107482.8097823,7599,1.0
1745107486.3625116,7649,1.0
1745107489.9042351,7699,1.0
1745107493.429369,7749,0.99609375
1745107496.9447062,7799,1.0
1745107510.9763687,7849,0.99609375
1745107514.5176632,7899,1.0
1745107518.0738182,7949,1.0
1745107521.623361,7999,1.0
1745107525.1762965,8049,1.0
1745107528.7088923,8099,1.0
1745107532.2180266,8149,1.0
1745107543.992945,8199,1.0
1745107547.5506322,8249,1.0
1745107551.1253538,8299,1.0
1745107554.6755946,8349,1.0
1745107558.241406,8399,1.0
1745107561.7923632,8449,1.0
1745107565.33365,8499,1.0
1745107568.8633819,8549,1.0
1745107582.0505323,8599,1.0
1745107585.6123078,8649,1.0
1745107589.1639695,8699,1.0
1745107592.7243545,8749,1.0
1745107596.2796435,8799,1.0
1745107599.837764,8849,1.0
1745107603.3672512,8899,1.0
1745107606.8984947,8949,1.0
1745107619.4627533,8999,1.0
1745107623.0203028,9049,1.0
1745107626.5863614,9099,1.0
1745107630.160037,9149,1.0
1745107633.7143006,9199,1.0
1745107637.2711623,9249,1.0
1745107640.7897363,9299,1.0
1745107644.302045,9349,1.0
1745107656.7056897,9399,1.0
1745107660.2585397,9449,1.0
1745107663.8179772,9499,1.0
1745107667.359287,9549,1.0
1745107670.899099,9599,1.0
1745107674.435211,9649,1.0
1745107677.9429224,9699,1.0
1745107681.4535534,9749,1.0
1745107695.990904,9799,1.0
1745107699.516999,9849,1.0
1745107703.0602913,9899,1.0
1745107706.6136546,9949,1.0
1745107710.146874,9999,1.0
1745107713.684796,10049,1.0
1745107717.2098877,10099,1.0
1745107729.8510866,10149,1.0
1745107733.4065938,10199,0.99609375
1745107736.9537735,10249,0.99609375
1745107740.5029287,10299,1.0
1745107744.0621166,10349,1.0
1745107747.6139412,10399,1.0
1745107751.138092,10449,1.0
1745107754.6397164,10499,1.0
1745107766.729332,10549,0.99609375
1745107770.2911384,10599,1.0
1745107773.8495314,10649,1.0
1745107777.3933928,10699,1.0
1745107780.9388165,10749,1.0
1745107784.5013719,10799,1.0
1745107788.01256,10849,1.0
1745107791.52505,10899,1.0
1745107803.208974,10949,1.0
1745107806.7634485,10999,1.0
1745107810.300334,11049,1.0
1745107813.8631613,11099,1.0
1745107817.4102254,11149,1.0
1745107820.9754632,11199,1.0
1745107824.5004957,11249,1.0
1745107828.0284922,11299,1.0
1745107839.328425,11349,1.0
1745107842.896867,11399,1.0
1745107846.4406319,11449,1.0
1745107850.0033584,11499,1.0
1745107853.5612988,11549,1.0
1745107857.0982475,11599,1.0
1745107860.6098228,11649,1.0
1745107864.12685,11699,1.0
1745107878.238262,11749,1.0
1745107881.8053281,11799,1.0
1745107885.376404,11849,1.0
1745107888.9318082,11899,1.0
1745107892.4754386,11949,1.0
1745107896.0043666,11999,1.0
1745107899.5151072,12049,1.0
1745107911.720519,12099,1.0
1745107915.2911036,12149,1.0
1745107918.823654,12199,1.0
1745107922.3772411,12249,1.0
1745107925.9468079,12299,1.0
1745107929.5119922,12349,1.0
1745107933.046846,12399,1.0
1745107936.574723,12449,1.0
1745107948.427416,12499,1.0
1745107951.9702923,12549,1.0
1745107955.5035152,12599,1.0
1745107959.0354044,12649,1.0
1745107962.5997126,12699,1.0
1745107966.1592026,12749,1.0
1745107969.6859918,12799,1.0
1745107973.2070534,12849,1.0
1745107986.778663,12899,1.0
1745107990.3184605,12949,1.0
1745107993.860385,12999,1.0
1745107997.399575,13049,1.0
1745108000.9652417,13099,1.0
1745108004.528054,13149,1.0
1745108008.050269,13199,0.99609375
1745108011.584702,13249,1.0
1745108024.152886,13299,1.0
1745108027.7115753,13349,1.0
1745108031.2603018,13399,1.0
1745108034.8218305,13449,1.0
1745108038.3884354,13499,1.0
1745108041.916651,13549,1.0
1745108045.4244022,13599,1.0
1745108048.936479,13649,1.0
1745108063.8202002,13699,1.0
1745108067.3926823,13749,1.0
1745108070.9577482,13799,1.0
1745108074.5163162,13849,1.0
1745108078.0829275,13899,1.0
1745108081.6299171,13949,1.0
1745108085.153216,13999,1.0
1745108097.0810854,14049,1.0
1745108100.6495957,14099,1.0
1745108104.1879299,14149,1.0
1745108107.7358747,14199,1.0
1745108111.28068,14249,1.0
1745108114.8378038,14299,1.0
1745108118.3728697,14349,1.0
1745108121.8847382,14399,1.0
1745108133.957828,14449,1.0
1745108137.5019987,14499,1.0
1745108141.055373,14549,1.0
1745108144.5993118,14599,1.0
1745108148.1574187,14649,1.0
1745108151.7158558,14699,1.0
1745108155.2394724,14749,1.0
1745108158.7742803,14799,1.0
1745108171.4906778,14849,0.998046875
1745108175.065637,14899,1.0
1745108178.6122189,14949,1.0
1745108182.174914,14999,1.0
1745108185.726774,15049,1.0
1745108189.2727242,15099,1.0
1745108192.7975862,15149,1.0
1745108196.3100317,15199,1.0
1745108208.7563753,15249,1.0
1745108212.3382297,15299,1.0
1745108215.8880646,15349,1.0
1745108219.428617,15399,1.0
1745108222.98428,15449,1.0
1745108226.5208952,15499,1.0
1745108230.050675,15549,1.0
1745108233.6209657,15599,1.0
1745108248.2516258,15649,1.0
1745108251.830599,15699,1.0
1745108255.3983848,15749,1.0
1745108258.9580517,15799,1.0
1745108262.5168185,15849,1.0
1745108266.0572538,15899,1.0
1745108269.5684292,15949,1.0
1745108282.583698,15999,1.0
1745108286.1417603,16049,1.0
1745108289.69664,16099,1.0
1745108293.2496607,16149,1.0
1745108296.8114684,16199,1.0
1745108300.3782945,16249,1.0
1745108303.8967516,16299,1.0
1745108307.4202921,16349,1.0
1745108319.416458,16399,1.0
1745108322.9757445,16449,1.0
1745108326.5106306,16499,1.0
1745108330.07615,16549,1.0
1745108333.6284952,16599,1.0
1745108337.167687,16649,1.0
1745108340.6811488,16699,1.0
1745108344.189372,16749,1.0
1745108356.4858663,16799,1.0
1745108360.040266,16849,1.0
1745108363.597652,16899,1.0
1745108367.165768,16949,1.0
1745108370.7091594,16999,1.0
1745108374.263854,17049,1.0
1745108377.7727938,17099,1.0
1745108381.2855544,17149,1.0
1745108393.9613965,17199,1.0
1745108397.5143223,17249,1.0
1745108401.0743992,17299,1.0
1745108404.6420772,17349,1.0
1745108408.2137291,17399,1.0
1745108411.780396,17449,1.0
1745108415.3128862,17499,1.0
1745108418.8404856,17549,1.0
1745108433.9778395,17599,1.0
1745108437.5429387,17649,1.0
1745108441.0973024,17699,1.0
1745108444.6558638,17749,1.0
1745108448.1949065,17799,1.0
1745108451.7356422,17849,0.998046875
1745108455.2356646,17899,1.0
1745108466.376815,17949,1.0
1745108471.0023205,17999,1.0
1745108474.5360878,18049,1.0
1745108478.0853188,18099,1.0
1745108481.6480548,18149,1.0
1745108485.2061694,18199,1.0
1745108488.7315829,18249,1.0
1745108492.2421913,18299,1.0
1745108504.6020155,18349,1.0
1745108508.1491594,18399,1.0
1745108511.6966946,18449,1.0
1745108515.2670898,18499,1.0
1745108518.860314,18549,1.0
1745108522.430011,18599,1.0
1745108525.9456356,18649,1.0
1745108529.4545147,18699,1.0
1745108541.6277075,18749,1.0
1745108545.1888902,18799,1.0
1745108548.7272272,18849,1.0
1745108552.2725785,18899,1.0
1745108555.8163042,18949,1.0
1745108559.3574727,18999,1.0
1745108562.8700023,19049,1.0
1745108566.3794262,19099,1.0
1745108578.330054,19149,1.0
1745108581.8772252,19199,1.0
1745108585.4147758,19249,1.0
1745108588.9499981,19299,1.0
1745108592.4981136,19349,1.0
1745108596.0377436,19399,1.0
1745108599.5537288,19449,1.0
1745108603.0710757,19499,1.0
1745108617.0565066,19549,1.0
1745108620.6066015,19599,1.0
1745108624.1726582,19649,1.0
1745108627.7343812,19699,1.0
1745108631.2945108,19749,1.0
1745108634.8207657,19799,1.0
1745108638.3344984,19849,1.0
1745108650.3061314,19899,1.0
1745108653.8377714,19949,1.0
1745108657.3696232,19999,1.0
1745108660.9101424,20049,1.0
1745108664.4593432,20099,1.0
1745108668.0086434,20149,1.0
1745108671.5365086,20199,1.0
1745108675.0679338,20249,1.0
1745108688.4450593,20299,1.0
1745108692.0127943,20349,1.0
1745108695.5717793,20399,1.0
1745108699.1459215,20449,1.0
1745108702.698113,20499,1.0
1745108706.2512372,20549,1.0
1745108709.768638,20599,1.0
1745108713.303641,20649,1.0
1745108725.4496112,20699,1.0
1745108729.0248911,20749,1.0
1745108732.5569947,20799,1.0
1745108736.1029778,20849,1.0
1745108739.6494982,20899,1.0
1745108743.1829338,20949,1.0
1745108746.6928666,20999,1.0
1745108750.2022302,21049,1.0
1745108762.1882432,21099,1.0
1745108765.737381,21149,1.0
1745108769.294506,21199,1.0
1745108772.859515,21249,1.0
1745108776.399637,21299,1.0
1745108779.9414933,21349,1.0
1745108783.450898,21399,1.0
1745108786.9607096,21449,1.0
1745108801.7413986,21499,1.0
1745108805.3050528,21549,1.0
1745108808.8475075,21599,1.0
1745108812.3966725,21649,1.0
1745108815.9570737,21699,1.0
1745108819.4918294,21749,1.0
1745108823.0015771,21799,1.0
1745108835.1063223,21849,1.0
1745108838.6429152,21899,1.0
1745108842.2016354,21949,1.0
1745108845.7435827,21999,1.0
1745108849.3156488,22049,1.0
1745108852.8893118,22099,1.0
1745108856.4160562,22149,1.0
1745108859.9482214,22199,1.0
1745108872.2581122,22249,1.0
1745108875.8243763,22299,1.0
1745108879.376124,22349,1.0
1745108882.9178197,22399,1.0
1745108886.4526236,22449,1.0
1745108890.0124912,22499,1.0
1745108893.519325,22549,1.0
1745108897.0315573,22599,1.0
1745108909.7323065,22649,1.0
1745108913.2795274,22699,1.0
1745108916.8415318,22749,1.0
1745108920.3843286,22799,1.0
1745108923.9245806,22849,1.0
1745108927.4555306,22899,1.0
1745108930.9746938,22949,1.0
1745108934.5011938,22999,1.0
1745108947.0857244,23049,1.0
1745108950.6368935,23099,1.0
1745108954.1862822,23149,1.0
1745108957.7237537,23199,1.0
1745108961.2682712,23249,1.0
1745108964.8190243,23299,1.0
1745108968.3286288,23349,1.0
1745108971.8436208,23399,1.0
1745108986.251459,23449,1.0
1745108989.8027043,23499,1.0
1745108993.358339,23549,1.0
1745108996.9209602,23599,1.0
1745109000.4679058,23649,1.0
1745109003.9946437,23699,1.0
1745109007.519177,23749,1.0
1745109021.1861851,23799,1.0
1745109024.7335982,23849,1.0
1745109028.2930968,23899,1.0
1745109031.8776472,23949,1.0
1745109035.432612,23999,1.0
1745109038.9841058,24049,1.0
1745109042.5039527,24099,1.0
1745109046.011759,24149,1.0
1745109058.915403,24199,1.0
1745109062.4644132,24249,1.0
1745109066.0232036,24299,1.0
1745109069.58651,24349,1.0
1745109073.1319814,24399,1.0
1745109076.6785185,24449,0.99609375
1745109080.194335,24499,1.0
1745109083.7160625,24549,1.0
1745109096.273314,24599,1.0
1745109099.800056,24649,1.0
1745109103.3368254,24699,1.0
1745109106.88547,24749,1.0
1745109110.436459,24799,0.99609375
1745109113.9762702,24849,1.0
1745109117.4914925,24899,1.0
1745109121.019766,24949,1.0
1745109133.186356,24999,1.0
1745109136.742309,25049,1.0
1745109140.2809513,25099,1.0
1745109143.8400624,25149,1.0
1745109147.3947623,25199,1.0
1745109150.9346623,25249,1.0
1745109154.4595525,25299,1.0
1745109157.9786744,25349,1.0
1745109173.4431067,25399,1.0
1745109176.9901917,25449,1.0
1745109180.5320318,25499,1.0
1745109184.066419,25549,1.0
1745109187.6180902,25599,1.0
1745109191.162639,25649,1.0
1745109194.6933722,25699,1.0
1745109207.5587246,25749,1.0
1745109211.1173,25799,1.0
1745109214.6734626,25849,1.0
1745109218.231922,25899,1.0
1745109221.7754426,25949,1.0
1745109225.3397977,25999,1.0
1745109228.86974,26049,1.0
1745109232.383917,26099,1.0
1745109245.760086,26149,1.0
1745109249.3152788,26199,1.0
1745109252.8743114,26249,1.0
1745109256.4415157,26299,1.0
1745109259.9702356,26349,1.0
1745109263.532023,26399,1.0
1745109267.043783,26449,1.0
1745109270.5706017,26499,1.0
1745109281.9214945,26549,1.0
1745109285.4904532,26599,1.0
1745109289.0400183,26649,1.0
1745109292.6037297,26699,1.0
1745109296.1432362,26749,1.0
1745109299.7000105,26799,1.0
1745109303.2347033,26849,1.0
1745109306.7643633,26899,1.0
1745109318.54807,26949,1.0
1745109322.1105645,26999,1.0
1745109325.6641335,27049,1.0
1745109329.2227333,27099,1.0
1745109332.7926035,27149,1.0
1745109336.328746,27199,1.0
1745109339.851982,27249,1.0
1745109343.3879786,27299,1.0
1745109358.1502407,27349,1.0
1745109361.6971922,27399,1.0
1745109365.2626772,27449,1.0
1745109368.8213453,27499,1.0
1745109372.4008374,27549,1.0
1745109375.933298,27599,1.0
1745109379.442655,27649,1.0
1745109392.1082451,27699,1.0
1745109395.6529193,27749,1.0
1745109399.2066116,27799,1.0
1745109402.7608724,27849,1.0
1745109406.321007,27899,1.0
1745109409.8802943,27949,1.0
1745109413.4187129,27999,1.0
1745109416.9432614,28049,1.0
1745109428.5244024,28099,1.0
1745109432.0873563,28149,1.0
1745109435.6281755,28199,1.0
1745109439.1884751,28249,0.998046875
1745109442.764715,28299,1.0
1745109446.3222792,28349,1.0
1745109449.8348508,28399,1.0
1745109453.3492837,28449,1.0
1745109465.9569101,28499,1.0
1745109469.5285048,28549,1.0
1745109473.0929718,28599,1.0
1745109476.655461,28649,1.0
1745109480.2165675,28699,1.0
1745109483.7798452,28749,1.0
1745109487.2942986,28799,1.0
1745109490.8033082,28849,1.0
1745109503.125328,28899,1.0
1745109506.6887593,28949,1.0
1745109510.2447877,28999,1.0
1745109513.8011816,29049,1.0
1745109517.356721,29099,1.0
1745109520.8904502,29149,1.0
1745109524.4150586,29199,1.0
1745109527.9390254,29249,1.0
1745109542.7736194,29299,1.0
1745109546.328288,29349,1.0
1745109549.894467,29399,1.0
1745109553.445106,29449,1.0
1745109557.007501,29499,1.0
1745109560.5509045,29549,1.0
1745109564.0698524,29599,1.0
1745109575.9330604,29649,1.0
1745109579.478447,29699,1.0
1745109583.0311735,29749,1.0
1745109586.581746,29799,1.0
1745109590.125452,29849,1.0
1745109593.665394,29899,1.0
1745109597.184566,29949,1.0
1745109600.6995184,29999,1.0
1745109613.2077382,30049,1.0
1745109616.773127,30099,1.0
1745109620.3264122,30149,1.0
1745109623.8882473,30199,1.0
1745109627.4421463,30249,1.0
1745109631.0082347,30299,1.0
1745109634.5301569,30349,1.0
1745109638.0516894,30399,1.0
1745109650.354006,30449,1.0
1745109653.9188995,30499,1.0
1745109657.4629192,30549,1.0
1745109660.9919431,30599,1.0
1745109664.5196939,30649,1.0
1745109668.094979,30699,1.0
1745109671.6303034,30749,1.0
1745109675.1470177,30799,1.0
1745109687.326542,30849,1.0
1745109690.8703787,30899,1.0
1745109694.419713,30949,1.0
1745109697.9690382,30999,1.0
1745109701.5124767,31049,1.0
1745109705.0397956,31099,1.0
1745109708.5617929,31149,1.0
1745109712.0850394,31199,1.0
1745109727.048116,31249,1.0
1745109730.6022024,31299,1.0
1745109734.1644783,31349,1.0
1745109737.7195618,31399,1.0
1745109741.2735956,31449,1.0
1745109744.8225238,31499,1.0
1745109748.3492866,31549,1.0
1745109761.0422297,31599,1.0
1745109764.6092677,31649,1.0
1745109768.1554787,31699,1.0
1745109771.693688,31749,1.0
1745109775.2507193,31799,1.0
1745109778.8075774,31849,1.0
1745109782.3361802,31899,1.0
1745109785.8555768,31949,1.0
1745109798.011219,31999,1.0
1745109801.557575,32049,1.0
1745109805.1073437,32099,1.0
1745109808.658605,32149,1.0
1745109812.1889215,32199,1.0
1745109815.7317224,32249,1.0
1745109819.2412667,32299,1.0
1745109822.7490535,32349,1.0
1745109834.775428,32399,1.0
1745109838.3274996,32449,1.0
1745109841.8827274,32499,1.0
1745109845.4409091,32549,1.0
1745109848.9818425,32599,1.0
1745109852.5306754,32649,1.0
1745109856.0527208,32699,1.0
1745109859.5795703,32749,1.0
1745109871.7880473,32799,1.0
1745109875.3284955,32849,1.0
1745109878.8828757,32899,1.0
1745109882.4419582,32949,1.0
1745109885.9898937,32999,1.0
1745109889.5331411,33049,1.0
1745109893.0506032,33099,1.0
1745109896.5588412,33149,1.0
1745109911.3056004,33199,1.0
1745109914.8634834,33249,1.0
1745109918.4163098,33299,1.0
1745109921.952741,33349,1.0
1745109925.502987,33399,1.0
1745109929.0335145,33449,1.0
1745109932.5653324,33499,1.0
1745109944.765082,33549,1.0
1745109948.3216264,33599,1.0
1745109951.8823452,33649,1.0
1745109955.4388323,33699,1.0
1745109958.982635,33749,1.0
1745109962.5347133,33799,1.0
1745109966.05599,33849,1.0
1745109969.5716875,33899,1.0
1745109982.4209201,33949,1.0
1745109985.9686687,33999,1.0
1745109989.5195441,34049,1.0
1745109993.0715187,34099,1.0
1745109996.6140578,34149,1.0
1745110000.1840236,34199,1.0
1745110003.6970603,34249,1.0
1745110007.2098475,34299,1.0
1745110019.9067905,34349,1.0
1745110023.46527,34399,1.0
1745110027.0482478,34449,1.0
1745110030.605371,34499,1.0
1745110034.1621566,34549,1.0
1745110037.7051394,34599,1.0
1745110041.2256656,34649,1.0
1745110044.7525256,34699,1.0
1745110057.0881038,34749,1.0
1745110060.6364121,34799,1.0
1745110064.181126,34849,1.0
1745110067.7536507,34899,1.0
1745110071.3072298,34949,1.0
1745110074.8527026,34999,1.0
1745110078.364726,35049,1.0
1745110081.867386,35099,1.0
1745110097.5176706,35149,1.0
1745110101.073079,35199,1.0
1745110104.619265,35249,1.0
1745110108.1728497,35299,1.0
1745110111.7208335,35349,1.0
1745110115.252,35399,1.0
1745110118.7641227,35449,1.0
1745110131.0577168,35499,1.0
1745110134.6099653,35549,1.0
1745110138.167075,35599,1.0
1745110141.7152512,35649,1.0
1745110145.2503946,35699,1.0
1745110148.7871969,35749,1.0
1745110152.3086822,35799,1.0
1745110155.8162987,35849,1.0
1745110168.0286934,35899,1.0
1745110171.5834107,35949,1.0
1745110175.1186972,35999,1.0
1745110178.6570215,36049,1.0
1745110182.2101183,36099,1.0
1745110185.77501,36149,1.0
1745110189.3040812,36199,1.0
1745110192.8243566,36249,1.0
1745110204.2019682,36299,1.0
1745110207.775835,36349,1.0
1745110211.3315108,36399,1.0
1745110214.9034944,36449,1.0
1745110218.451841,36499,1.0
1745110222.0215857,36549,1.0
1745110225.5496469,36599,1.0
1745110229.087357,36649,1.0
1745110241.0912714,36699,1.0
1745110244.6451619,36749,1.0
1745110248.2010152,36799,1.0
1745110251.7632465,36849,1.0
1745110255.3157434,36899,1.0
1745110258.8675904,36949,1.0
1745110262.3791742,36999,1.0
1745110265.8889031,37049,1.0
1745110281.6975214,37099,1.0
1745110285.2265182,37149,1.0
1745110288.7589874,37199,1.0
1745110292.291862,37249,1.0
1745110295.8269873,37299,1.0
1745110299.3559897,37349,1.0
1745110302.8609574,37399,1.0
1745110315.6151888,37449,1.0
1745110319.2002923,37499,1.0
1745110322.7574596,37549,1.0
1745110326.3358262,37599,1.0
1745110329.8744423,37649,1.0
1745110333.4303365,37699,1.0
1745110336.959339,37749,1.0
1745110340.468824,37799,1.0
1745110352.4954045,37849,1.0
1745110356.048044,37899,1.0
1745110359.6203325,37949,1.0
1745110363.1974983,37999,1.0
1745110366.74514,38049,1.0
1745110370.3260922,38099,1.0
1745110373.8646271,38149,1.0
1745110377.3942337,38199,1.0
1745110388.8755305,38249,1.0
1745110392.4325867,38299,1.0
1745110395.9842362,38349,1.0
1745110399.5483546,38399,1.0
1745110403.0966878,38449,1.0
1745110406.6433723,38499,1.0
1745110410.1642103,38549,1.0
1745110413.6703012,38599,1.0
1745110425.870576,38649,1.0
1745110429.4047956,38699,1.0
1745110432.9595568,38749,1.0
1745110436.508567,38799,1.0
1745110440.0625446,38849,1.0
1745110443.6060421,38899,1.0
1745110447.120949,38949,1.0
1745110450.6288843,38999,1.0
