Wall time,Step,Value
1745109852.5306053,32649,1.0
1745109856.0526462,32699,1.0
1745109859.5795097,32749,1.0
1745109871.7879453,32799,1.0
1745109875.3284059,32849,1.0
1745109878.882804,32899,1.0
1745109882.4418812,32949,1.0
1745109885.9898014,32999,1.0
1745109889.5330617,33049,1.0
1745109893.0505347,33099,1.0
1745109896.5587728,33149,1.0
1745109911.3054864,33199,1.0
1745109914.863391,33249,1.0
1745109918.416237,33299,1.0
1745109921.9526684,33349,1.0
1745109925.5028965,33399,1.0
1745109929.033446,33449,1.0
1745109932.5652537,33499,1.0
1745109944.764929,33549,1.0
1745109948.321566,33599,1.0
1745109951.8822806,33649,1.0
1745109955.4387245,33699,1.0
1745109958.9825735,33749,1.0
1745109962.5346465,33799,1.0
1745109966.0559173,33849,1.0
1745109969.571618,33899,1.0
1745109982.4207692,33949,0.994140625
1745109985.96859,33999,1.0
1745109989.519484,34049,1.0
1745109993.0714562,34099,1.0
1745109996.6139915,34149,1.0
1745110000.1839595,34199,1.0
1745110003.6969845,34249,1.0
1745110007.209785,34299,1.0
1745110019.9066346,34349,1.0
1745110023.4652054,34399,1.0
1745110027.0481553,34449,1.0
1745110030.605243,34499,1.0
1745110034.162056,34549,1.0
1745110037.7050762,34599,1.0
1745110041.2255912,34649,1.0
1745110044.752446,34699,1.0
1745110057.0879405,34749,1.0
1745110060.6363344,34799,1.0
1745110064.1810591,34849,1.0
1745110067.7535892,34899,1.0
1745110071.307169,34949,1.0
1745110074.8526328,34999,1.0
1745110078.3646564,35049,1.0
1745110081.8673167,35099,0.998046875
1745110097.5175705,35149,1.0
1745110101.0730052,35199,1.0
1745110104.6191993,35249,1.0
1745110108.1727712,35299,1.0
1745110111.7207377,35349,1.0
1745110115.251928,35399,1.0
1745110118.7640512,35449,1.0
1745110131.0575063,35499,1.0
1745110134.6098487,35549,1.0
1745110138.1670027,35599,1.0
1745110141.7151787,35649,1.0
1745110145.250325,35699,0.998046875
1745110148.7871366,35749,1.0
1745110152.308618,35799,1.0
1745110155.81624,35849,1.0
1745110168.028544,35899,1.0
1745110171.5833433,35949,1.0
1745110175.1186333,35999,1.0
1745110178.656957,36049,1.0
1745110182.21004,36099,1.0
1745110185.7749472,36149,1.0
1745110189.304013,36199,1.0
1745110192.8242874,36249,1.0
1745110204.201748,36299,1.0
1745110207.7757738,36349,0.990234375
1745110211.3314009,36399,1.0
1745110214.9034164,36449,1.0
1745110218.4517543,36499,1.0
1745110222.02152,36549,1.0
1745110225.5495636,36599,1.0
1745110229.0872753,36649,1.0
1745110241.0911105,36699,1.0
1745110244.645086,36749,1.0
1745110248.2009392,36799,1.0
1745110251.763184,36849,1.0
1745110255.3156745,36899,1.0
1745110258.8675313,36949,1.0
1745110262.3791056,36999,1.0
1745110265.888845,37049,1.0
1745110281.697327,37099,1.0
1745110285.226457,37149,1.0
1745110288.7589157,37199,1.0
1745110292.2918024,37249,1.0
1745110295.8269262,37299,1.0
1745110299.3559196,37349,0.998046875
1745110302.860887,37399,0.994140625
1745110315.6149406,37449,1.0
1745110319.2002122,37499,1.0
1745110322.7573824,37549,1.0
1745110326.335721,37599,1.0
1745110329.8743665,37649,1.0
1745110333.4302742,37699,1.0
1745110336.9592834,37749,1.0
1745110340.4687626,37799,1.0
1745110352.4952314,37849,1.0
1745110356.0479667,37899,1.0
1745110359.6202629,37949,1.0
1745110363.1974034,37999,1.0
1745110366.7450676,38049,1.0
1745110370.3260243,38099,1.0
1745110373.864537,38149,1.0
1745110377.3941607,38199,1.0
1745110388.8753374,38249,1.0
1745110392.4323897,38299,1.0
1745110395.9841692,38349,1.0
1745110399.5482898,38399,1.0
1745110403.0965993,38449,1.0
1745110406.6433098,38499,1.0
1745110410.1641488,38549,1.0
1745110413.6702287,38599,1.0
1745110425.8704267,38649,1.0
1745110429.40473,38699,1.0
1745110432.9594896,38749,1.0
1745110436.5085092,38799,1.0
1745110440.062453,38849,1.0
1745110443.6059825,38899,1.0
1745110447.120876,38949,1.0
1745110450.6288052,38999,1.0
